Target_genes	DNMT1|Average	SRX3148637|HBEC3-KT	SRX3148642|HBEC3-KT	SRX3148647|HBEC3-KT	SRX3148652|HBEC3-KT	SRX10478478|Hep_G2	SRX10478479|Hep_G2	SRX2424698|K-562	SRX2424699|K-562	SRX156110|NCCIT	SRX156118|NCCIT	SRX1021632|PC-3	SRX1021633|PC-3	STRING
CTSO	15.250000	0	0	0	0	87	96	0	0	0	0	0	0	0
C19orf47	15.250000	0	0	0	0	91	92	0	0	0	0	0	0	0
USP45	15.166667	0	0	0	0	182	0	0	0	0	0	0	0	0
THAP5	15.166667	0	0	0	0	82	100	0	0	0	0	0	0	0
SHF	15.166667	0	0	0	0	109	73	0	0	0	0	0	0	0
RNPS1	15.166667	0	0	0	0	72	110	0	0	0	0	0	0	0
PHF11	15.166667	0	0	0	0	94	88	0	0	0	0	0	0	0
MAPT	15.166667	0	0	0	0	103	79	0	0	0	0	0	0	0
FSD1L	15.166667	0	0	0	0	94	88	0	0	0	0	0	0	0
FDXACB1	15.166667	0	0	0	0	77	105	0	0	0	0	0	0	0
DNAJB9	15.166667	0	0	0	0	82	100	0	0	0	0	0	0	0
CHORDC1	15.166667	0	0	0	0	63	119	0	0	0	0	0	0	0
C2orf42	15.166667	0	0	0	0	72	110	0	0	0	0	0	0	0
C11orf1	15.166667	0	0	0	0	77	105	0	0	0	0	0	0	0
TYSND1	15.083333	0	0	0	0	99	82	0	0	0	0	0	0	0
TRIQK	15.083333	0	0	0	0	0	181	0	0	0	0	0	0	0
TPM3	15.083333	0	0	0	0	87	94	0	0	0	0	0	0	0
TIMM22	15.083333	0	0	0	0	0	181	0	0	0	0	0	0	0
TBRG1	15.083333	0	0	0	0	86	95	0	0	0	0	0	0	0
SEC61B	15.083333	0	0	0	0	112	69	0	0	0	0	0	0	0
RBIS	15.083333	0	0	0	0	85	96	0	0	0	0	0	0	0
RAB4A	15.083333	0	0	0	0	90	91	0	0	0	0	0	0	0
GLO1	15.083333	0	0	0	0	101	80	0	0	0	0	0	0	0
GGH	15.083333	0	0	0	0	0	181	0	0	0	0	0	0	0
FCSK	15.083333	0	0	0	0	181	0	0	0	0	0	0	0	0
CDYL	15.083333	0	0	0	0	0	181	0	0	0	0	0	0	0
CDKL1	15.083333	0	0	0	0	0	181	0	0	0	0	0	0	0
BCL7B	15.083333	0	0	0	0	0	181	0	0	0	0	0	0	0
ALG2	15.083333	0	0	0	0	112	69	0	0	0	0	0	0	0
SND1	15.000000	0	0	0	0	100	80	0	0	0	0	0	0	0
LPCAT4	15.000000	0	0	0	0	94	86	0	0	0	0	0	0	0
ITGB3	15.000000	0	0	0	0	79	101	0	0	0	0	0	0	0
EPC2	15.000000	0	0	0	0	98	82	0	0	0	0	0	0	0
EIF5	15.000000	0	0	0	0	79	101	0	0	0	0	0	0	0
ARHGAP26	15.000000	0	0	0	0	109	71	0	0	0	0	0	0	0
ACTR3	15.000000	0	0	0	0	79	101	0	0	0	0	0	0	0
TMEM65	14.916667	0	0	0	0	105	74	0	0	0	0	0	0	0
TFB2M	14.916667	0	0	0	0	98	81	0	0	0	0	0	0	0
SNRPG	14.916667	0	0	0	0	0	179	0	0	0	0	0	0	0
MTARC2	14.916667	0	0	0	0	90	89	0	0	0	0	0	0	0
ITGB1BP1	14.916667	0	0	0	0	0	179	0	0	0	0	0	0	0
IMPA1	14.916667	0	0	0	0	92	87	0	0	0	0	0	0	0
GID4	14.916667	0	0	0	0	179	0	0	0	0	0	0	0	0
CTSH	14.916667	0	0	0	0	179	0	0	0	0	0	0	0	0
CPSF3	14.916667	0	0	0	0	0	179	0	0	0	0	0	0	0
CNST	14.916667	0	0	0	0	98	81	0	0	0	0	0	0	0
CEP85	14.916667	0	0	0	0	79	100	0	0	0	0	0	0	0
CEP57L1	14.916667	0	0	0	0	98	81	0	0	0	0	0	0	0
ATPAF2	14.916667	0	0	0	0	179	0	0	0	0	0	0	0	0
ATOH7	14.916667	0	0	0	0	112	67	0	0	0	0	0	0	0
ADSL	14.916667	0	0	0	0	82	97	0	0	0	0	0	0	0
ZNF786	14.833333	0	0	0	0	85	93	0	0	0	0	0	0	0
ZCCHC4	14.833333	0	0	0	0	90	88	0	0	0	0	0	0	0
USP48	14.833333	0	0	0	0	94	84	0	0	0	0	0	0	0
SSR3	14.833333	0	0	0	0	0	178	0	0	0	0	0	0	0
SFSWAP	14.833333	0	0	0	0	88	90	0	0	0	0	0	0	0
PTCD3	14.833333	0	0	0	0	75	103	0	0	0	0	0	0	0
POLR1A	14.833333	0	0	0	0	75	103	0	0	0	0	0	0	0
PAF1	14.833333	0	0	0	0	65	113	0	0	0	0	0	0	0
MTR	14.833333	0	0	0	0	93	85	0	0	0	0	0	0	0
MOB3B	14.833333	0	0	0	0	82	96	0	0	0	0	0	0	0
LRRC71	14.833333	0	0	0	0	178	0	0	0	0	0	0	0	0
LARP1B	14.833333	0	0	0	0	95	83	0	0	0	0	0	0	0
GPR137	14.833333	0	0	0	0	77	0	101	0	0	0	0	0	0
CYP27A1	14.833333	0	0	0	0	72	106	0	0	0	0	0	0	0
ARPC1A	14.833333	0	0	0	0	114	64	0	0	0	0	0	0	0
ZMYM6	14.750000	0	0	0	0	84	93	0	0	0	0	0	0	0
YPEL1	14.750000	0	0	0	0	85	92	0	0	0	0	0	0	0
SGMS1	14.750000	0	0	0	0	60	117	0	0	0	0	0	0	0
POR	14.750000	0	0	0	0	103	74	0	0	0	0	0	0	0
PGS1	14.750000	0	0	0	0	106	71	0	0	0	0	0	0	0
OXSM	14.750000	0	0	0	0	0	177	0	0	0	0	0	0	0
NGLY1	14.750000	0	0	0	0	0	177	0	0	0	0	0	0	0
NDUFAF4	14.750000	0	0	0	0	87	90	0	0	0	0	0	0	0
MTRNR2L10	14.750000	0	0	0	0	0	0	0	0	0	0	177	0	0
GTPBP10	14.750000	0	0	0	0	67	110	0	0	0	0	0	0	0
ARG2	14.750000	0	0	0	0	101	76	0	0	0	0	0	0	0
AGMAT	14.750000	0	0	0	0	102	75	0	0	0	0	0	0	0
ZNF330	14.666667	0	0	0	0	89	87	0	0	0	0	0	0	0
ZMAT5	14.666667	0	0	0	0	0	176	0	0	0	0	0	0	0
YEATS4	14.666667	0	0	0	0	87	89	0	0	0	0	0	0	0
UQCR10	14.666667	0	0	0	0	0	176	0	0	0	0	0	0	0
TAF11	14.666667	0	0	0	0	98	78	0	0	0	0	0	0	0
SPATA7	14.666667	0	0	0	0	94	82	0	0	0	0	0	0	0
PIGW	14.666667	0	0	0	0	85	91	0	0	0	0	0	0	0
PHLDA3	14.666667	0	0	0	0	114	62	0	0	0	0	0	0	0
NUDCD1	14.666667	0	0	0	0	0	176	0	0	0	0	0	0	0
MYO19	14.666667	0	0	0	0	85	91	0	0	0	0	0	0	0
LTBR	14.666667	0	0	0	0	94	82	0	0	0	0	0	0	0
KCNE1	14.666667	0	0	0	0	176	0	0	0	0	0	0	0	0
CNNM4	14.666667	0	0	0	0	98	78	0	0	0	0	0	0	0
CLK3	14.666667	0	0	0	0	88	88	0	0	0	0	0	0	0
CAPN7	14.666667	0	0	0	0	85	91	0	0	0	0	0	0	0
BRF2	14.666667	0	0	0	0	176	0	0	0	0	0	0	0	0
ZBED9	14.583333	0	0	0	0	0	175	0	0	0	0	0	0	0
TUBG1	14.583333	0	0	0	0	0	175	0	0	0	0	0	0	0
RPS27A	14.583333	0	0	0	0	80	95	0	0	0	0	0	0	0
RNF216	14.583333	0	0	0	0	90	85	0	0	0	0	0	0	0
RETREG3	14.583333	0	0	0	0	0	175	0	0	0	0	0	0	0
PTPRA	14.583333	0	0	0	0	101	74	0	0	0	0	0	0	0
OAZ3	14.583333	0	0	0	0	108	67	0	0	0	0	0	0	0
MYO1E	14.583333	0	0	0	0	88	87	0	0	0	0	0	0	0
MRPL9	14.583333	0	0	0	0	108	67	0	0	0	0	0	0	0
HIPK1	14.583333	0	0	0	0	81	94	0	0	0	0	0	0	0
G3BP1	14.583333	0	0	0	0	0	175	0	0	0	0	0	0	0
CLHC1	14.583333	0	0	0	0	80	95	0	0	0	0	0	0	0
C2CD5	14.583333	0	0	0	0	64	111	0	0	0	0	0	0	0
ZFYVE27	14.500000	0	0	0	0	0	174	0	0	0	0	0	0	0
VPS13A	14.500000	0	0	0	0	0	174	0	0	0	0	0	0	0
VAPB	14.500000	0	0	0	0	174	0	0	0	0	0	0	0	0
TSNAX	14.500000	0	0	0	0	100	74	0	0	0	0	0	0	0
TDRKH	14.500000	0	0	0	0	0	174	0	0	0	0	0	0	0
SVIP	14.500000	0	0	0	0	0	174	0	0	0	0	0	0	0
PRICKLE1	14.500000	0	0	0	0	0	174	0	0	0	0	0	0	0
DOP1A	14.500000	0	0	0	0	73	101	0	0	0	0	0	0	0
CCNDBP1	14.500000	0	0	0	0	0	174	0	0	0	0	0	0	0
CC2D1B	14.500000	0	0	0	0	80	94	0	0	0	0	0	0	0
AVEN	14.500000	0	0	0	0	0	174	0	0	0	0	0	0	0
ZDHHC1	14.416667	0	0	0	0	71	102	0	0	0	0	0	0	0
TUBGCP6	14.416667	0	0	0	0	59	114	0	0	0	0	0	0	0
TUBA1B	14.416667	0	0	0	0	90	83	0	0	0	0	0	0	0
PTPN18	14.416667	0	0	0	0	112	61	0	0	0	0	0	0	0
PPP1R37	14.416667	0	0	0	0	0	0	0	173	0	0	0	0	0
PAH	14.416667	0	0	0	0	69	104	0	0	0	0	0	0	0
NAA50	14.416667	0	0	0	0	89	84	0	0	0	0	0	0	0
EDC3	14.416667	0	0	0	0	89	84	0	0	0	0	0	0	0
ATP6V1A	14.416667	0	0	0	0	89	84	0	0	0	0	0	0	0
ANO6	14.416667	0	0	0	0	61	112	0	0	0	0	0	0	0
SAV1	14.333333	0	0	0	0	84	88	0	0	0	0	0	0	0
RICTOR	14.333333	0	0	0	0	0	172	0	0	0	0	0	0	0
POLR2F	14.333333	0	0	0	0	0	172	0	0	0	0	0	0	0
METTL7B	14.333333	0	0	0	0	99	73	0	0	0	0	0	0	0
HERC5	14.333333	0	0	0	0	78	94	0	0	0	0	0	0	0
FAM184A	14.333333	0	0	0	0	77	95	0	0	0	0	0	0	0
DSCC1	14.333333	0	0	0	0	76	96	0	0	0	0	0	0	0
C22orf23	14.333333	0	0	0	0	0	172	0	0	0	0	0	0	0
BORCS5	14.333333	0	0	0	0	98	74	0	0	0	0	0	0	0
ZSWIM9	14.250000	0	0	0	0	0	171	0	0	0	0	0	0	0
ZNRD2	14.250000	0	0	0	0	84	87	0	0	0	0	0	0	0
STARD6	14.250000	0	0	0	0	86	85	0	0	0	0	0	0	0
SLC30A9	14.250000	0	0	0	0	0	171	0	0	0	0	0	0	0
SAMM50	14.250000	0	0	0	0	0	171	0	0	0	0	0	0	0
RAB23	14.250000	0	0	0	0	95	76	0	0	0	0	0	0	0
PDHB	14.250000	0	0	0	0	0	171	0	0	0	0	0	0	0
PDE8A	14.250000	0	0	0	0	108	63	0	0	0	0	0	0	0
NFAM1	14.250000	0	0	0	0	0	171	0	0	0	0	0	0	0
LVRN	14.250000	0	0	0	0	73	98	0	0	0	0	0	0	0
LIG1	14.250000	0	0	0	0	0	171	0	0	0	0	0	0	0
GGCX	14.250000	0	0	0	0	88	83	0	0	0	0	0	0	0
ELP1	14.250000	0	0	0	0	0	115	56	0	0	0	0	0	0
DIP2A	14.250000	0	0	0	0	88	83	0	0	0	0	0	0	0
C18orf54	14.250000	0	0	0	0	86	85	0	0	0	0	0	0	0
BCKDHB	14.250000	0	0	0	0	0	171	0	0	0	0	0	0	0
TBC1D31	14.166667	0	0	0	0	90	80	0	0	0	0	0	0	0
STARD4	14.166667	0	0	0	0	0	170	0	0	0	0	0	0	0
SIRT5	14.166667	0	0	0	0	0	170	0	0	0	0	0	0	0
PSMD8	14.166667	0	0	0	0	0	170	0	0	0	0	0	0	0
PPP2R5C	14.166667	0	0	0	0	80	90	0	0	0	0	0	0	0
NDRG2	14.166667	0	0	0	0	97	73	0	0	0	0	0	0	0
FBLN7	14.166667	0	0	0	0	99	71	0	0	0	0	0	0	0
DNAJC16	14.166667	0	0	0	0	95	75	0	0	0	0	0	0	0
CCAR2	14.166667	0	0	0	0	170	0	0	0	0	0	0	0	0
ALG5	14.166667	0	0	0	0	90	80	0	0	0	0	0	0	0
YTHDF3	14.083333	0	0	0	0	75	94	0	0	0	0	0	0	0
TXLNA	14.083333	0	0	0	0	78	91	0	0	0	0	0	0	0
SUMO2	14.083333	0	0	0	0	81	88	0	0	0	0	0	0	0
MOGAT1	14.083333	0	0	0	0	0	169	0	0	0	0	0	0	0
ATP1B1	14.083333	0	0	0	0	91	78	0	0	0	0	0	0	0
ABI2	14.083333	0	0	0	0	84	85	0	0	0	0	0	0	0
SMAD5	14.000000	0	0	0	0	0	168	0	0	0	0	0	0	0
RAPH1	14.000000	0	0	0	0	80	88	0	0	0	0	0	0	0
PHIP	14.000000	0	0	0	0	101	67	0	0	0	0	0	0	0
PGAM5	14.000000	0	0	0	0	93	75	0	0	0	0	0	0	0
MAN1A2	14.000000	0	0	0	0	98	70	0	0	0	0	0	0	0
IVD	14.000000	0	0	0	0	70	98	0	0	0	0	0	0	0
GOLPH3	14.000000	0	0	0	0	71	97	0	0	0	0	0	0	0
FIP1L1	14.000000	0	0	0	0	93	75	0	0	0	0	0	0	0
C16orf70	14.000000	0	0	0	0	104	64	0	0	0	0	0	0	0
BCAT1	14.000000	0	0	0	0	0	168	0	0	0	0	0	0	0
ZNF420	13.916667	0	0	0	0	68	99	0	0	0	0	0	0	0
XRCC2	13.916667	0	0	0	0	72	95	0	0	0	0	0	0	0
WDR41	13.916667	0	0	0	0	80	87	0	0	0	0	0	0	0
TFRC	13.916667	0	0	0	0	87	80	0	0	0	0	0	0	0
SRRT	13.916667	0	0	0	0	98	0	69	0	0	0	0	0	0
RFC3	13.916667	0	0	0	0	87	80	0	0	0	0	0	0	0
PLD1	13.916667	0	0	0	0	92	75	0	0	0	0	0	0	0
KCNMB4	13.916667	0	0	0	0	84	83	0	0	0	0	0	0	0
HCRT	13.916667	0	0	0	0	71	96	0	0	0	0	0	0	0
ELOA	13.916667	0	0	0	0	0	167	0	0	0	0	0	0	0
DBR1	13.916667	0	0	0	0	0	167	0	0	0	0	0	0	0
ZFP62	13.833333	0	0	0	0	83	83	0	0	0	0	0	0	0
ZFP30	13.833333	0	0	0	0	72	94	0	0	0	0	0	0	0
UBE2N	13.833333	0	0	0	0	81	85	0	0	0	0	0	0	0
SEZ6	13.833333	0	0	0	0	166	0	0	0	0	0	0	0	0
PGGT1B	13.833333	0	0	0	0	74	92	0	0	0	0	0	0	0
PDCL3	13.833333	0	0	0	0	70	96	0	0	0	0	0	0	0
MAP2K4	13.833333	0	0	0	0	98	68	0	0	0	0	0	0	0
LRIF1	13.833333	0	0	0	0	79	87	0	0	0	0	0	0	0
LIMS1	13.833333	0	0	0	0	80	86	0	0	0	0	0	0	0
HIBADH	13.833333	0	0	0	0	166	0	0	0	0	0	0	0	0
ASB13	13.833333	0	0	0	0	74	92	0	0	0	0	0	0	0
ZNF71	13.750000	0	0	0	0	67	98	0	0	0	0	0	0	0
TMEM179	13.750000	0	0	0	0	0	165	0	0	0	0	0	0	0
TIMM50	13.750000	0	0	0	0	73	92	0	0	0	0	0	0	0
THUMPD3	13.750000	0	0	0	0	76	89	0	0	0	0	0	0	0
TBC1D16	13.750000	0	0	0	0	71	94	0	0	0	0	0	0	0
SH3GLB1	13.750000	0	0	0	0	0	165	0	0	0	0	0	0	0
SEC24A	13.750000	0	0	0	0	0	165	0	0	0	0	0	0	0
PRMT3	13.750000	0	0	0	0	104	61	0	0	0	0	0	0	0
PRKAR1A	13.750000	0	0	0	0	0	165	0	0	0	0	0	0	0
PLLP	13.750000	0	0	0	0	68	97	0	0	0	0	0	0	0
NDUFS4	13.750000	0	0	0	0	0	165	0	0	0	0	0	0	0
LSG1	13.750000	0	0	0	0	0	165	0	0	0	0	0	0	0
EEF1AKMT1	13.750000	0	0	0	0	0	165	0	0	0	0	0	0	0
CCDC40	13.750000	0	0	0	0	71	94	0	0	0	0	0	0	0
CAAP1	13.750000	0	0	0	0	0	165	0	0	0	0	0	0	0
UBAP2	13.666667	0	0	0	0	164	0	0	0	0	0	0	0	0
TMEM179B	13.666667	0	0	0	0	0	164	0	0	0	0	0	0	0
TIMM13	13.666667	0	0	0	0	0	0	164	0	0	0	0	0	0
SRBD1	13.666667	0	0	0	0	0	164	0	0	0	0	0	0	0
SMC6	13.666667	0	0	0	0	72	92	0	0	0	0	0	0	0
MAP3K13	13.666667	0	0	0	0	83	81	0	0	0	0	0	0	0
LYSMD3	13.666667	0	0	0	0	0	164	0	0	0	0	0	0	0
GEN1	13.666667	0	0	0	0	72	92	0	0	0	0	0	0	0
TMEM208	13.583333	0	0	0	0	89	74	0	0	0	0	0	0	0
RGPD3	13.583333	0	0	0	0	0	163	0	0	0	0	0	0	0
PLA2G15	13.583333	0	0	0	0	163	0	0	0	0	0	0	0	0
NOL12	13.583333	0	0	0	0	100	63	0	0	0	0	0	0	0
MRTO4	13.583333	0	0	0	0	74	89	0	0	0	0	0	0	0
LRRC29	13.583333	0	0	0	0	89	74	0	0	0	0	0	0	0
LCLAT1	13.583333	0	0	0	0	0	163	0	0	0	0	0	0	0
HDGF	13.583333	0	0	0	0	163	0	0	0	0	0	0	0	0
FBXO9	13.583333	0	0	0	0	60	103	0	0	0	0	0	0	0
EMC1	13.583333	0	0	0	0	74	89	0	0	0	0	0	0	0
EED	13.583333	0	0	0	0	74	89	0	0	0	0	0	0	0
CD320	13.583333	0	0	0	0	86	77	0	0	0	0	0	0	0
AQP11	13.583333	0	0	0	0	0	163	0	0	0	0	0	0	0
ZNF169	13.500000	0	0	0	0	61	101	0	0	0	0	0	0	0
UTP11	13.500000	0	0	0	0	0	162	0	0	0	0	0	0	0
RPS13	13.500000	0	0	0	0	80	82	0	0	0	0	0	0	0
REV3L	13.500000	0	0	0	0	70	92	0	0	0	0	0	0	0
RELCH	13.500000	0	0	0	0	0	162	0	0	0	0	0	0	0
PLAG1	13.500000	0	0	0	0	0	162	0	0	0	0	0	0	0
PIGN	13.500000	0	0	0	0	0	162	0	0	0	0	0	0	0
PDE5A	13.500000	0	0	0	0	0	162	0	0	0	0	0	0	0
NOMO1	13.500000	0	0	0	0	0	162	0	0	0	0	0	0	0
N4BP2	13.500000	0	0	0	0	0	162	0	0	0	0	0	0	0
KAZALD1	13.500000	0	0	0	0	80	82	0	0	0	0	0	0	0
DYNLT1	13.500000	0	0	0	0	0	162	0	0	0	0	0	0	0
CHCHD7	13.500000	0	0	0	0	0	162	0	0	0	0	0	0	0
CAV1	13.500000	0	0	0	0	69	93	0	0	0	0	0	0	0
ASPH	13.500000	0	0	0	0	60	102	0	0	0	0	0	0	0
TTC8	13.416667	0	0	0	0	0	161	0	0	0	0	0	0	0
SLC40A1	13.416667	0	0	0	0	0	161	0	0	0	0	0	0	0
SKA3	13.416667	0	0	0	0	84	77	0	0	0	0	0	0	0
RBM17	13.416667	0	0	0	0	0	161	0	0	0	0	0	0	0
PYROXD1	13.416667	0	0	0	0	0	161	0	0	0	0	0	0	0
PRPF39	13.416667	0	0	0	0	68	93	0	0	0	0	0	0	0
PHF5A	13.416667	0	0	0	0	0	161	0	0	0	0	0	0	0
MRPL57	13.416667	0	0	0	0	84	77	0	0	0	0	0	0	0
EHD4	13.416667	0	0	0	0	86	75	0	0	0	0	0	0	0
CNIH1	13.416667	0	0	0	0	0	161	0	0	0	0	0	0	0
CEP43	13.416667	0	0	0	0	0	161	0	0	0	0	0	0	0
ATP5MC1	13.416667	0	0	0	0	0	161	0	0	0	0	0	0	0
ACO2	13.416667	0	0	0	0	0	161	0	0	0	0	0	0	0
ACO1	13.416667	0	0	0	0	82	79	0	0	0	0	0	0	0
TMEM220	13.333333	0	0	0	0	83	77	0	0	0	0	0	0	0
TDP1	13.333333	0	0	0	0	0	160	0	0	0	0	0	0	0
PSMA1	13.333333	0	0	0	0	0	160	0	0	0	0	0	0	0
POLR3B	13.333333	0	0	0	0	0	160	0	0	0	0	0	0	0
PDE3B	13.333333	0	0	0	0	0	160	0	0	0	0	0	0	0
MIEN1	13.333333	0	0	0	0	61	99	0	0	0	0	0	0	0
H2BC5	13.333333	0	0	0	0	0	160	0	0	0	0	0	0	0
FAU	13.333333	0	0	0	0	62	98	0	0	0	0	0	0	0
DYNLRB2	13.333333	0	0	0	0	80	80	0	0	0	0	0	0	0
DGAT1	13.333333	0	0	0	0	160	0	0	0	0	0	0	0	0
AP1AR	13.333333	0	0	0	0	0	160	0	0	0	0	0	0	0
USP25	13.250000	0	0	0	0	62	97	0	0	0	0	0	0	0
RUNDC1	13.250000	0	0	0	0	73	86	0	0	0	0	0	0	0
RAB11A	13.250000	0	0	0	0	74	85	0	0	0	0	0	0	0
PTGES3L-AARSD1	13.250000	0	0	0	0	73	86	0	0	0	0	0	0	0
PTGES3L	13.250000	0	0	0	0	73	86	0	0	0	0	0	0	0
PSME4	13.250000	0	0	0	0	159	0	0	0	0	0	0	0	0
PRKCE	13.250000	0	0	0	0	159	0	0	0	0	0	0	0	0
PPT2	13.250000	0	0	0	0	0	159	0	0	0	0	0	0	0
MBTPS2	13.250000	0	0	0	0	0	159	0	0	0	0	0	0	0
MAPK3	13.250000	0	0	0	0	159	0	0	0	0	0	0	0	0
GNAI3	13.250000	0	0	0	0	0	159	0	0	0	0	0	0	0
COIL	13.250000	0	0	0	0	159	0	0	0	0	0	0	0	0
CCDC39	13.250000	0	0	0	0	0	159	0	0	0	0	0	0	0
CACTIN	13.250000	0	0	0	0	0	0	159	0	0	0	0	0	0
YIPF6	13.166667	0	0	0	0	92	66	0	0	0	0	0	0	0
TTC17	13.166667	0	0	0	0	76	82	0	0	0	0	0	0	0
SYNRG	13.166667	0	0	0	0	0	158	0	0	0	0	0	0	0
PURB	13.166667	0	0	0	0	0	158	0	0	0	0	0	0	0
LTO1	13.166667	0	0	0	0	83	75	0	0	0	0	0	0	0
LONP1	13.166667	0	0	0	0	158	0	0	0	0	0	0	0	0
ITSN1	13.166667	0	0	0	0	0	0	158	0	0	0	0	0	0
EPS8	13.166667	0	0	0	0	0	158	0	0	0	0	0	0	0
DMTF1	13.166667	0	0	0	0	0	158	0	0	0	0	0	0	0
CRYZL1	13.166667	0	0	0	0	0	0	158	0	0	0	0	0	0
CATSPERD	13.166667	0	0	0	0	158	0	0	0	0	0	0	0	0
BHLHA15	13.166667	0	0	0	0	82	76	0	0	0	0	0	0	0
TM4SF1	13.083333	0	0	0	0	0	0	0	0	0	0	157	0	0
THAP10	13.083333	0	0	0	0	79	78	0	0	0	0	0	0	0
SYS1	13.083333	0	0	0	0	0	157	0	0	0	0	0	0	0
NFX1	13.083333	0	0	0	0	0	79	78	0	0	0	0	0	0
NCKAP1	13.083333	0	0	0	0	0	157	0	0	0	0	0	0	0
LRRC49	13.083333	0	0	0	0	79	78	0	0	0	0	0	0	0
ERLIN2	13.083333	0	0	0	0	0	157	0	0	0	0	0	0	0
CRLF3	13.083333	0	0	0	0	64	93	0	0	0	0	0	0	0
ATP2C1	13.083333	0	0	0	0	61	96	0	0	0	0	0	0	0
WIZ	13.000000	0	0	0	0	156	0	0	0	0	0	0	0	0
WDR12	13.000000	0	0	0	0	0	156	0	0	0	0	0	0	0
VPS53	13.000000	0	0	0	0	156	0	0	0	0	0	0	0	0
UBA2	13.000000	0	0	0	0	0	156	0	0	0	0	0	0	0
PCGF1	13.000000	0	0	0	0	0	156	0	0	0	0	0	0	0
NXT1	13.000000	0	0	0	0	83	73	0	0	0	0	0	0	0
MLLT11	13.000000	0	0	0	0	156	0	0	0	0	0	0	0	0
MED13	13.000000	0	0	0	0	0	156	0	0	0	0	0	0	0
LLGL2	13.000000	0	0	0	0	156	0	0	0	0	0	0	0	0
HINT1	13.000000	0	0	0	0	95	61	0	0	0	0	0	0	0
CDC42SE1	13.000000	0	0	0	0	156	0	0	0	0	0	0	0	0
CARF	13.000000	0	0	0	0	0	156	0	0	0	0	0	0	0
TNFAIP8	12.916667	0	0	0	0	155	0	0	0	0	0	0	0	0
TMEM167B	12.916667	0	0	0	0	0	155	0	0	0	0	0	0	0
REXO2	12.916667	0	0	0	0	66	89	0	0	0	0	0	0	0
PLEKHA5	12.916667	0	0	0	0	0	155	0	0	0	0	0	0	0
MRPS7	12.916667	0	0	0	0	70	85	0	0	0	0	0	0	0
LRRC8B	12.916667	0	0	0	0	81	74	0	0	0	0	0	0	0
HEATR6	12.916667	0	0	0	0	0	155	0	0	0	0	0	0	0
GTF3C4	12.916667	0	0	0	0	0	155	0	0	0	0	0	0	0
GGA3	12.916667	0	0	0	0	70	85	0	0	0	0	0	0	0
DSC2	12.916667	0	0	0	0	0	155	0	0	0	0	0	0	0
DMXL1	12.916667	0	0	0	0	0	155	0	0	0	0	0	0	0
DDX31	12.916667	0	0	0	0	0	155	0	0	0	0	0	0	0
C21orf91	12.916667	0	0	0	0	0	155	0	0	0	0	0	0	0
ZNF780A	12.833333	0	0	0	0	0	154	0	0	0	0	0	0	0
TMOD3	12.833333	0	0	0	0	71	83	0	0	0	0	0	0	0
TM7SF3	12.833333	0	0	0	0	0	154	0	0	0	0	0	0	0
TAF13	12.833333	0	0	0	0	91	63	0	0	0	0	0	0	0
SRP9	12.833333	0	0	0	0	0	154	0	0	0	0	0	0	0
SMYD4	12.833333	0	0	0	0	96	58	0	0	0	0	0	0	0
SEC61A1	12.833333	0	0	0	0	0	154	0	0	0	0	0	0	0
SAP18	12.833333	0	0	0	0	82	72	0	0	0	0	0	0	0
RPA1	12.833333	0	0	0	0	96	58	0	0	0	0	0	0	0
PEX2	12.833333	0	0	0	0	0	154	0	0	0	0	0	0	0
NDUFV1	12.833333	0	0	0	0	82	72	0	0	0	0	0	0	0
LYRM4	12.833333	0	0	0	0	0	154	0	0	0	0	0	0	0
FARS2	12.833333	0	0	0	0	0	154	0	0	0	0	0	0	0
TULP3	12.750000	0	0	0	0	72	81	0	0	0	0	0	0	0
RSPH14	12.750000	0	0	0	0	0	0	153	0	0	0	0	0	0
RPF2	12.750000	0	0	0	0	0	153	0	0	0	0	0	0	0
PDE4C	12.750000	0	0	0	0	0	153	0	0	0	0	0	0	0
PARPBP	12.750000	0	0	0	0	0	153	0	0	0	0	0	0	0
NUP37	12.750000	0	0	0	0	0	153	0	0	0	0	0	0	0
MTX2	12.750000	0	0	0	0	0	153	0	0	0	0	0	0	0
MAF1	12.750000	0	0	0	0	65	88	0	0	0	0	0	0	0
FNDC3A	12.750000	0	0	0	0	0	153	0	0	0	0	0	0	0
CHRM4	12.750000	0	0	0	0	153	0	0	0	0	0	0	0	0
CEP78	12.750000	0	0	0	0	70	83	0	0	0	0	0	0	0
BRD7	12.750000	0	0	0	0	0	0	0	153	0	0	0	0	0
SNX10	12.666667	0	0	0	0	0	152	0	0	0	0	0	0	0
SEC24B	12.666667	0	0	0	0	0	152	0	0	0	0	0	0	0
RPIA	12.666667	0	0	0	0	0	152	0	0	0	0	0	0	0
REL	12.666667	0	0	0	0	0	152	0	0	0	0	0	0	0
R3HDM2	12.666667	0	0	0	0	0	152	0	0	0	0	0	0	0
PEDS1-UBE2V1	12.666667	0	0	0	0	68	84	0	0	0	0	0	0	0
PEDS1	12.666667	0	0	0	0	68	84	0	0	0	0	0	0	0
NAB1	12.666667	0	0	0	0	76	76	0	0	0	0	0	0	0
MZT1	12.666667	0	0	0	0	78	74	0	0	0	0	0	0	0
MAP7D2	12.666667	0	0	0	0	76	76	0	0	0	0	0	0	0
JUP	12.666667	0	0	0	0	58	94	0	0	0	0	0	0	0
DUSP3	12.666667	0	0	0	0	152	0	0	0	0	0	0	0	0
